chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
1	12598	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	12599	+	CHG	0.000	10.00	0	10	0	0	-0.000	0.278
1	12603	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	12605	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	12606	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	12607	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	12608	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	12609	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	12610	+	CHG	0.000	10.00	0	10	0	0	-0.000	0.278
1	14791	+	CG	1.000	18.00	18	18	0	0	0.824	1.000
1	14795	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14796	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14797	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14798	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14800	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14802	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14803	+	CHG	0.000	18.00	0	18	0	0	0.000	0.176
1	14806	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14807	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14808	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14809	+	CHG	0.000	18.00	0	18	0	0	0.000	0.176
1	14814	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14815	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14819	+	CHH	0.000	18.00	0	18	0	0	0.000	0.176
1	14861	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	14863	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	14864	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	14865	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	14873	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	14874	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	14883	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	14888	+	CG	0.797	64.00	51	64	7	7	0.683	0.877
1	14889	-	CG	0.857	7.00	6	7	64	64	0.487	0.974
1	14894	+	CHH	0.000	64.00	0	64	0	0	0.000	0.057
1	14902	+	CHG	0.000	64.00	0	64	0	0	0.000	0.057
1	14916	+	CHG	0.000	63.00	0	63	0	0	-0.000	0.057
1	15062	-	CHG	0.000	22.00	0	22	0	0	0.000	0.149
1	15063	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	15064	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	15065	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	15067	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	15070	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	15072	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	15077	-	CHG	0.000	22.00	0	22	0	0	0.000	0.149
1	15084	-	CHH	0.000	22.00	0	22	0	0	0.000	0.149
1	15086	-	CG	0.682	22.00	15	22	0	0	0.473	0.836
1	15089	+	CG	1.000	10.00	10	10	22	22	0.722	1.000
1	15090	-	CG	0.909	22.00	20	22	10	10	0.722	0.975
1	15095	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15097	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15098	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15099	+	CHG	0.000	10.00	0	10	0	0	-0.000	0.278
1	15103	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15104	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15105	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15106	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15108	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15109	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15110	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15111	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15112	+	CHH	0.000	10.00	0	10	0	0	-0.000	0.278
1	15117	+	CHH	0.500	10.00	5	10	0	0	0.237	0.763
1	15163	-	CHH	0.000	31.00	0	31	0	0	-0.000	0.110
1	15169	-	CHG	0.000	31.00	0	31	0	0	-0.000	0.110
1	15172	-	CG	0.935	31.00	29	31	0	0	0.793	0.982
1	15179	-	CHG	0.000	31.00	0	31	0	0	-0.000	0.110
1	15185	-	CHG	0.000	31.00	0	31	0	0	-0.000	0.110
1	15190	-	CG	0.968	31.00	30	31	0	0	0.838	0.994
1	15720	+	CG	0.333	3.00	1	3	0	0	0.061	0.792
1	15727	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	15729	+	CHG	0.000	3.00	0	3	0	0	0.000	0.562
1	15734	+	CHG	0.000	3.00	0	3	0	0	0.000	0.562
1	15912	+	CG	0.917	12.00	11	12	0	0	0.646	0.985
1	15921	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	15924	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	15925	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	15927	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	15930	+	CHH	0.000	12.00	0	12	29	29	0.000	0.243
1	15931	+	CHH	0.000	12.00	0	12	29	29	0.000	0.243
1	15932	+	CHG	0.000	12.00	0	12	29	29	0.000	0.243
1	15934	-	CHG	0.000	29.00	0	29	12	12	0.000	0.117
1	15935	-	CHH	0.000	29.00	0	29	11	11	0.000	0.117
1	15936	-	CHH	0.000	29.00	0	29	12	12	0.000	0.117
1	15938	-	CHH	0.000	29.00	0	29	12	12	0.000	0.117
1	15939	+	CHH	0.000	12.00	0	12	29	29	0.000	0.243
1	15945	-	CHG	0.000	29.00	0	29	0	0	0.000	0.117
1	15946	-	CHH	0.000	29.00	0	29	0	0	0.000	0.117
1	15950	-	CHG	0.000	29.00	0	29	0	0	0.000	0.117
1	15951	-	CHH	0.000	29.00	0	29	0	0	0.000	0.117
1	15953	-	CHH	0.000	29.00	0	29	0	0	0.000	0.117
1	15955	+	CG	0.805	41.00	33	41	29	29	0.660	0.898
1	15956	-	CG	0.897	29.00	26	29	41	41	0.736	0.964
1	15969	+	CHG	0.000	41.00	0	41	0	0	0.000	0.086
1	15974	+	CHH	0.000	40.00	0	40	0	0	-0.000	0.088
1	16059	-	CG	0.857	7.00	6	7	0	0	0.487	0.974
1	16061	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16062	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16064	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16069	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	16071	-	CG	1.000	7.00	7	7	0	0	0.646	1.000
1	16074	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	16075	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16076	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16077	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16079	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16080	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	16083	-	CG	1.000	7.00	7	7	0	0	0.646	1.000
1	16822	+	CG	1.000	21.00	21	21	0	0	0.845	1.000
1	16825	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16826	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16827	+	CHG	0.000	21.00	0	21	0	0	0.000	0.155
1	16830	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16832	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16833	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16834	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16837	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16838	+	CHH	0.048	21.00	1	21	0	0	0.008	0.227
1	16839	+	CHG	0.000	21.00	0	21	0	0	0.000	0.155
1	16844	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16845	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16846	+	CHG	0.000	21.00	0	21	0	0	0.000	0.155
1	16849	+	CHH	0.000	21.00	0	21	0	0	0.000	0.155
1	16906	-	CHH	0.000	26.00	0	26	0	0	0.000	0.129
1	16907	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16909	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16913	-	CHG	0.000	27.00	0	27	0	0	0.000	0.125
1	16914	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16915	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16916	-	CHH	0.000	26.00	0	26	0	0	0.000	0.129
1	16919	-	CHG	0.000	27.00	0	27	0	0	0.000	0.125
1	16921	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16922	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16923	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16924	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16925	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16930	-	CHH	0.000	27.00	0	27	0	0	0.000	0.125
1	16932	+	CG	0.960	25.00	24	25	27	27	0.805	0.993
1	16933	-	CG	0.926	27.00	25	27	25	25	0.766	0.979
1	16937	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	16938	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	16939	+	CHG	0.000	25.00	0	25	0	0	0.000	0.133
1	16944	+	CG	1.000	25.00	25	25	0	0	0.867	1.000
1	16947	+	CHH	0.000	25.00	0	25	29	29	0.000	0.133
1	16951	-	CHH	0.000	29.00	0	29	25	25	0.000	0.117
1	16954	+	CHH	0.000	25.00	0	25	29	29	0.000	0.133
1	16957	-	CHH	0.000	29.00	0	29	25	25	0.000	0.117
1	16959	-	CHH	0.000	29.00	0	29	25	25	0.000	0.117
1	16960	-	CHH	0.000	29.00	0	29	25	25	0.000	0.117
1	16963	-	CG	0.862	29.00	25	29	0	0	0.694	0.945
1	16966	-	CHH	0.000	29.00	0	29	0	0	0.000	0.117
1	16967	-	CHH	0.000	29.00	0	29	0	0	0.000	0.117
1	16972	-	CHH	0.000	29.00	0	29	0	0	0.000	0.117
1	16975	-	CG	0.931	29.00	27	29	0	0	0.780	0.981
1	17537	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	17542	-	CHG	0.000	6.00	0	6	0	0	0.000	0.390
1	17543	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	17544	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	17555	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	17559	-	CHG	0.000	6.00	0	6	0	0	0.000	0.390
1	17560	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
1	17562	+	CG	1.000	23.00	23	23	6	6	0.857	1.000
1	17563	-	CG	1.000	6.00	6	6	23	23	0.610	1.000
1	17566	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17567	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17569	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17570	+	CHG	0.000	23.00	0	23	0	0	-0.000	0.143
1	17571	+	CG	0.957	23.00	22	23	0	0	0.790	0.992
1	17573	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17574	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17575	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17577	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17579	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17580	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17581	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17582	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17584	+	CG	0.957	23.00	22	23	0	0	0.790	0.992
1	17587	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17588	+	CHH	0.000	23.00	0	23	0	0	-0.000	0.143
1	17589	+	CHG	0.000	23.00	0	23	0	0	-0.000	0.143
1	17684	-	CHG	0.000	51.00	0	51	0	0	0.000	0.070
1	17689	-	CG	0.980	51.00	50	51	0	0	0.897	0.997
1	17695	-	CG	0.804	51.00	41	51	0	0	0.675	0.890
1	17696	-	CHG	0.000	51.00	0	51	0	0	0.000	0.070
1	17697	-	CHH	0.000	51.00	0	51	0	0	0.000	0.070
1	17701	+	CG	0.960	25.00	24	25	51	51	0.805	0.993
1	17702	-	CG	1.000	51.00	51	51	25	25	0.930	1.000
1	17704	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	17711	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	17713	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	17715	+	CG	1.000	25.00	25	25	0	0	0.867	1.000
1	17717	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	17719	+	CHH	0.000	25.00	0	25	0	0	0.000	0.133
1	17721	+	CHG	0.000	25.00	0	25	0	0	0.000	0.133
1	17828	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	17829	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17830	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17831	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17832	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17836	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	17845	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17846	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17848	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17849	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	17854	-	CG	0.857	7.00	6	7	0	0	0.487	0.974
1	18749	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18750	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18756	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
1	18759	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
1	18761	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18762	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18763	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18764	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18765	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18769	-	CG	1.000	2.00	2	2	0	0	0.342	1.000
1	18770	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
1	18772	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	18776	-	CG	0.500	2.00	1	2	0	0	0.095	0.905
1	19249	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
1	19251	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	19254	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	19256	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	19259	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	19265	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	19274	-	CG	1.000	1.00	1	1	0	0	0.207	1.000
1	20975	-	CHH	0.000	47.00	0	47	0	0	0.000	0.076
1	20976	-	CHH	0.000	47.00	0	47	0	0	0.000	0.076
1	20981	-	CHG	0.000	47.00	0	47	0	0	0.000	0.076
1	20984	-	CG	0.447	47.00	21	47	0	0	0.314	0.588
1	20988	-	CHG	0.000	47.00	0	47	0	0	0.000	0.076
1	20990	-	CHH	0.000	47.00	0	47	0	0	0.000	0.076
1	20992	-	CHH	0.000	47.00	0	47	0	0	0.000	0.076
1	20993	-	CHH	0.000	47.00	0	47	0	0	0.000	0.076
1	20997	-	CHG	0.000	47.00	0	47	0	0	0.000	0.076
1	20999	-	CHH	0.000	47.00	0	47	0	0	0.000	0.076
1	21000	-	CHH	0.000	47.00	0	47	0	0	0.000	0.076
1	21003	-	CG	0.532	47.00	25	47	0	0	0.392	0.667
1	24638	+	CG	1.000	3.00	3	3	0	0	0.438	1.000
1	24645	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	24646	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	24647	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	24648	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	24656	+	CHG	0.000	3.00	0	3	0	0	0.000	0.562
1	24659	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	24661	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	24662	+	CHH	0.000	3.00	0	3	0	0	0.000	0.562
1	24663	+	CHG	0.000	3.00	0	3	0	0	0.000	0.562
1	24879	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	24880	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24882	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24887	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24888	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24890	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24894	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	24896	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24897	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24898	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24901	-	CG	1.000	1.00	1	1	0	0	0.207	1.000
1	24902	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
1	24904	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
1	24906	+	CG	1.000	14.00	14	14	1	1	0.785	1.000
1	24907	-	CG	1.000	1.00	1	1	14	14	0.207	1.000
1	24911	+	CG	1.000	14.00	14	14	0	0	0.785	1.000
1	24914	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	24919	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	24920	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	24922	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	24923	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	24924	+	CHH	0.000	13.00	0	13	0	0	0.000	0.228
1	24926	+	CG	0.857	14.00	12	14	0	0	0.601	0.960
1	24929	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	24930	+	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	24932	+	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	24933	+	CG	0.333	21.00	7	21	0	0	0.172	0.546
1	24936	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24938	+	CG	1.000	7.00	7	7	0	0	0.646	1.000
1	24940	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24941	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24942	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24943	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24944	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24946	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24947	+	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	24949	+	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	24954	+	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	24957	+	CG	1.000	6.00	6	6	0	0	0.610	1.000
1	25089	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
1	25091	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25093	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25097	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25099	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25100	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25101	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25105	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25106	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25107	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25110	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
1	25111	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25112	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
1	25116	-	CG	1.000	2.00	2	2	0	0	0.342	1.000
1	28825	+	CG	0.000	8.00	0	8	19	19	0.000	0.324
1	28826	-	CG	0.000	20.00	0	20	8	8	-0.000	0.161
1	28827	-	CHG	0.000	20.00	0	20	8	8	-0.000	0.161
1	28829	-	CHH	0.000	20.00	0	20	8	8	-0.000	0.161
1	28833	+	CHH	0.000	8.00	0	8	20	20	0.000	0.324
1	28836	-	CHH	0.000	20.00	0	20	8	8	-0.000	0.161
1	28837	+	CHH	0.000	8.00	0	8	20	20	0.000	0.324
1	28838	+	CHH	0.000	8.00	0	8	20	20	0.000	0.324
1	28840	+	CG	0.000	8.00	0	8	20	20	0.000	0.324
1	28841	-	CG	0.000	20.00	0	20	8	8	-0.000	0.161
1	28842	+	CHG	0.000	8.00	0	8	20	20	0.000	0.324
1	28844	-	CHG	0.000	20.00	0	20	8	8	-0.000	0.161
1	28847	-	CHH	0.000	20.00	0	20	8	8	-0.000	0.161
1	28848	-	CHH	0.000	20.00	0	20	8	8	-0.000	0.161
1	28849	+	CHH	0.000	8.00	0	8	20	20	0.000	0.324
1	28850	+	CHH	0.000	8.00	0	8	20	20	0.000	0.324
1	28851	+	CHG	0.000	8.00	0	8	20	20	0.000	0.324
1	28852	+	CG	0.000	88.00	0	88	20	20	0.000	0.042
1	28853	-	CG	0.000	19.77	0	20	87	88	0.000	0.163
1	28858	+	CHH	0.000	80.00	0	80	0	0	-0.000	0.046
1	28859	+	CHH	0.000	80.00	0	80	0	0	-0.000	0.046
1	28860	+	CHH	0.000	80.00	0	80	0	0	-0.000	0.046
1	28863	+	CG	0.000	80.00	0	80	0	0	-0.000	0.046
1	28865	+	CG	0.000	80.00	0	80	0	0	-0.000	0.046
1	28871	+	CHG	0.000	80.00	0	80	0	0	-0.000	0.046
1	28881	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	28882	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	28883	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	28892	-	CG	0.000	37.00	0	37	0	0	0.000	0.094
1	28894	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	28895	-	CHH	0.027	37.00	1	37	0	0	0.005	0.138
1	28896	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	28901	-	CHG	0.000	37.00	0	37	0	0	0.000	0.094
1	28902	-	CHH	0.000	37.00	0	37	0	0	0.000	0.094
1	28904	-	CHH	0.054	37.00	2	37	0	0	0.015	0.177
1	28908	+	CG	0.000	15.00	0	15	37	37	-0.000	0.204
1	28909	-	CG	0.000	37.00	0	37	15	15	0.000	0.094
1	28912	+	CG	0.067	15.00	1	15	0	0	0.012	0.298
1	28916	+	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	28919	+	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	28922	+	CHG	0.000	15.00	0	15	0	0	-0.000	0.204
1	28925	+	CG	0.000	15.00	0	15	0	0	-0.000	0.204
1	28930	-	CHH	0.000	7.00	0	7	15	15	0.000	0.354
1	28932	-	CHH	0.000	7.00	0	7	15	15	0.000	0.354
1	28933	+	CHG	0.000	15.00	0	15	7	7	-0.000	0.204
1	28934	+	CG	0.000	15.00	0	15	7	7	-0.000	0.204
1	28935	-	CG	0.000	7.00	0	7	15	15	0.000	0.354
1	28936	+	CG	0.000	15.00	0	15	7	7	-0.000	0.204
1	28937	-	CG	0.000	7.00	0	7	0	0	0.000	0.354
1	28939	-	CG	0.000	7.00	0	7	0	0	0.000	0.354
1	28941	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	28942	-	CHH	0.000	7.00	0	7	0	0	0.000	0.354
1	28950	-	CHG	0.000	7.00	0	7	0	0	0.000	0.354
1	28955	+	CG	0.000	11.00	0	11	7	7	0.000	0.259
1	28956	-	CG	0.000	7.00	0	7	11	11	0.000	0.354
1	28958	+	CHG	0.000	11.00	0	11	0	0	0.000	0.259
1	28964	+	CG	0.000	11.00	0	11	0	0	0.000	0.259
1	28967	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
1	28970	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
1	28972	+	CG	0.000	11.00	0	11	14	14	0.000	0.259
1	28973	-	CG	0.000	13.00	0	13	11	11	0.000	0.228
1	28974	+	CHG	0.000	11.00	0	11	14	14	0.000	0.259
1	28976	-	CHG	0.000	14.00	0	14	11	11	0.000	0.215
1	28977	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
1	28979	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
1	28981	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
1	28982	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
1	28983	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
1	28984	-	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	28986	-	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	28987	-	CHH	0.000	14.00	0	14	0	0	0.000	0.215
1	28989	-	CG	0.000	14.00	0	14	0	0	0.000	0.215
1	28990	-	CHG	0.000	14.00	0	14	0	0	0.000	0.215
1	28995	-	CG	0.000	14.00	0	14	0	0	0.000	0.215
1	29011	+	CG	0.000	12.00	0	12	0	0	0.000	0.243
1	29016	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	29017	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	29018	+	CHG	0.000	12.00	0	12	0	0	0.000	0.243
1	29021	+	CG	0.000	12.00	0	12	0	0	0.000	0.243
1	29023	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	29024	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	29025	+	CHH	0.000	12.00	0	12	0	0	0.000	0.243
1	29026	+	CHH	0.000	12.00	0	12	9	9	0.000	0.243
1	29028	+	CHH	0.083	12.00	1	12	9	9	0.015	0.354
1	29031	-	CHH	0.000	9.00	0	9	12	12	0.000	0.299
1	29032	+	CHH	0.000	12.00	0	12	9	9	0.000	0.243
1	29033	+	CHH	0.000	12.00	0	12	9	9	0.000	0.243
1	29036	-	CHH	0.000	9.00	0	9	12	12	0.000	0.299
1	29037	-	CHH	0.000	9.00	0	9	12	12	0.000	0.299
1	29038	+	CHH	0.000	12.00	0	12	9	9	0.000	0.243
1	29045	-	CHG	0.000	9.00	0	9	0	0	0.000	0.299
1	29049	-	CHH	0.000	9.00	0	9	0	0	0.000	0.299
1	29050	-	CHH	0.000	9.00	0	9	0	0	0.000	0.299
1	29051	-	CHH	0.000	9.00	0	9	0	0	0.000	0.299
1	29054	-	CG	0.000	9.00	0	9	0	0	0.000	0.299
1	29063	+	CG	0.000	17.00	0	17	0	0	0.000	0.184
1	29069	+	CHG	0.000	17.00	0	17	15	15	0.000	0.184
1	29071	-	CHG	0.000	15.00	0	15	17	17	-0.000	0.204
1	29072	-	CHH	0.000	15.00	0	15	17	17	-0.000	0.204
